-9,1542921932
-8,1542921932243
-7,1542921932261
-7,1542921932277
-6,1542921932293
-6,1542921932311
-5,1542921932330
-5,1542921932348
-5,1542921932363
-4,1542921932378
-4,1542921932393
-4,1542921932410
-3,1542921932427
-1,1542921932457
-6,1542921932465
-6,1542921932474
-6,1542921932483
-8,1542921932495
-8,1542921932498
-9,1542921932505
-13,1542921932514
-21,1542921932522
-21,1542921932530
-18,1542921932538
-23,1542921932546
-18,1542921932554
-28,1542921932562
-25,1542921932570
-26,1542921932578
-30,1542921932586
-28,1542921932594
-60,1542921932620
-61,1542921932636
-61,1542921932654
-59,1542921932670
-57,1542921932687
-55,1542921932703
-53,1542921932719
-51,1542921932736
-47,1542921932752
-43,1542921932770
-40,1542921932786
-37,1542921932803
-34,1542921932820
-31,1542921932836
-28,1542921932854
-26,1542921932869
-24,1542921932886
-22,1542921932903
-20,1542921932920
-19,1542921932936
-17,1542921932953
-16,1542921932970
-14,1542921932986
-13,1542921933003
-12,1542921933020
-11,1542921933036
-10,1542921933053
-9,1542921933070
-8,1542921933085
-8,1542921933103
-7,1542921933119
-6,1542921933136
-6,1542921933152
-5,1542921933169
-5,1542921933186
-5,1542921933202
-1,1542921933256
-5,1542921933264
-5,1542921933272
-6,1542921933280
-6,1542921933289
-5,1542921933297
-6,1542921933305
-8,1542921933314
-7,1542921933322
-9,1542921933329
-8,1542921933337
-8,1542921933346
-7,1542921933356
-7,1542921933361
-6,1542921933369
-6,1542921933377
-6,1542921933385
-5,1542921933393
-4,1542921933401
-4,1542921933409
-4,1542921933418
-3,1542921933426
-3,1542921933434
-3,1542921933442
-8,1542921933467
-8,1542921933484
-8,1542921933501
-7,1542921933517
-8,1542921933534
-7,1542921933550
-8,1542921933568
-7,1542921933585
-6,1542921933600
1,1542921969041
2,1542921969050
2,1542921969057
2,1542921969065
2,1542921969073
3,1542921969081
4,1542921969101
4,1542921969102
5,1542921969105
6,1542921969114
7,1542921969122
7,1542921969129
6,1542921969137
10,1542921969150
5,1542921969160
10,1542921969163
10,1542921969170
10,1542921969178
11,1542921969186
13,1542921969194
16,1542921969202
16,1542921969210
18,1542921969220
18,1542921969226
15,1542921969235
37,1542921969259
37,1542921969276
38,1542921969293
37,1542921969316
36,1542921969326
34,1542921969343
