17.583333,1542921962
17.583333,1542921962
17.583333,1542921963
16.583333,1542921963
14.583333,1542921963
15.583333,1542921963
14.583333,1542921963
14.583333,1542921964
14.583333,1542921964
13.583333,1542921964
14.583333,1542921964
12.583333,1542921964
13.583333,1542921964
11.583333,1542921964
10.583333,1542921964
10.583333,1542921965
10.583333,1542921965
10.583333,1542921965
10.583333,1542921965
11.583333,1542921965
12.583333,1542921965
11.583333,1542921966
12.583333,1542921966
12.583333,1542921966
14.583333,1542921966
13.583333,1542921966
13.583333,1542921966
13.583333,1542921966
13.583333,1542921967
13.583333,1542921967
13.583333,1542921967
14.583333,1542921967
14.583333,1542921967
14.583333,1542921967
15.583333,1542921967
14.583333,1542921968
13.583333,1542921968
-29.416667,1542921968
15.583333,1542921968
16.583333,1542921968
16.583333,1542921968
17.583333,1542921968
17.583333,1542921968
16.583333,1542921969
-28.416667,1542921969
17.583333,1542921969
16.583333,1542921969
15.583333,1542921969
14.583333,1542921969
13.583333,1542921970
12.583333,1542921970
13.583333,1542921970
13.583333,1542921970
12.583333,1542921970
11.583333,1542921970
12.583333,1542921971
11.583333,1542921971
13.583333,1542921971
11.583333,1542921971
11.583333,1542921971
12.583333,1542921971
12.583333,1542921972
11.583333,1542921972
11.583333,1542921972
12.583333,1542921972
11.583333,1542921972
13.583333,1542921972
14.583333,1542921973
14.583333,1542921973
15.583333,1542921973
14.583333,1542921973
14.583333,1542921973
14.583333,1542921973
15.583333,1542921973
15.583333,1542921974
15.583333,1542921974
15.583333,1542921974
15.583333,1542921974
15.583333,1542921974
15.583333,1542921974
15.583333,1542921974
15.583333,1542921974
16.583333,1542921975
16.583333,1542921975
16.583333,1542921975
16.583333,1542921975
17.583333,1542921975
19.583333,1542921975
20.583333,1542921975
19.583333,1542921976
19.583333,1542921976
19.583333,1542921976
18.583333,1542921976
19.583333,1542921976
20.583333,1542921976
-20.416667,1542921976
20.583333,1542921977
17.583333,1542921977
17.583333,1542921977
19.583333,1542921977
17.583333,1542921977
25.583333,1542921977
-14.416667,1542921978
18.583333,1542921978
33.583333,1542921978
20.583333,1542921978
16.583333,1542921978
16.583333,1542921978
17.583333,1542921979
18.583333,1542921979
19.583333,1542921979
19.583333,1542921979
21.583333,1542921979
21.583333,1542921979
15.583333,1542921979
14.583333,1542921980
14.583333,1542921980
14.583333,1542921980
16.583333,1542921980
16.583333,1542921981
17.583333,1542921981
19.583333,1542921981
20.583333,1542921981
19.583333,1542921981
19.583333,1542921981
19.583333,1542921981
19.583333,1542921982
19.583333,1542921982
20.583333,1542921982
20.583333,1542921982
19.583333,1542921982
19.583333,1542921982
19.583333,1542921982
19.583333,1542921982
19.583333,1542921983
19.583333,1542921983
18.583333,1542921983
18.583333,1542921983
19.583333,1542921983
19.583333,1542921984
20.583333,1542921984
20.583333,1542921984
23.583333,1542921984
